monica and rachel s rachel has just found out about chloe and is screaming at ross the rest of the gang is trapped in monica s bedroom	y know what i want you to leave get outta here
y know what i want you to leave get outta here	no
no	just get out now
just get out now	no no i wanna stay i wanna talk about this
no no i wanna stay i wanna talk about this	okay all right how was she
okay all right how was she	to monica s bedroom
to monica s bedroom	uh oh
uh oh	to living room
to living room	what
what	was she good
was she good	to monica s bedroom
to monica s bedroom	don t answer that
don t answer that	to living room
to living room	come on ross you said you wanted to talk about it let s talk about it how was she
come on ross you said you wanted to talk about it let s talk about it how was she	she was
she was	to monica s bedroom
to monica s bedroom	awful horrible
awful horrible	she was not good not good
she was not good not good	she was nothing compared to you
she was nothing compared to you	to living room
to living room	she she was different
she she was different	to monica s bedroom
to monica s bedroom	ewwwww
ewwwww	uh oh
uh oh	to living room
to living room	good different
good different	nobody likes change
what okay okay okay okay	next clip is from the one with the jellyfish
next clip is from the one with the jellyfish	rachel s bedroom rachel entering selfish mode is thanking ross for wrongly taking the entire blame of the breakup as if she had absolutely nothing to do with it
rachel s bedroom rachel entering selfish mode is thanking ross for wrongly taking the entire blame of the breakup as if she had absolutely nothing to do with it	the way you owned up to everything it just showed me how much you ve grown y know i mean my mom never thought this would work out it was all once a cheater always a cheater ooh i just wish we hadn t lost those four months but if time was what you needed just to gain a little perspective
the way you owned up to everything it just showed me how much you ve grown y know i mean my mom never thought this would work out it was all once a cheater always a cheater ooh i just wish we hadn t lost those four months but if time was what you needed just to gain a little perspective	we were on a break
we were on a break	back to the present
back to the present	a mailbox ross is mailing the invitations he throws a bunch into the mailbox but pauses with rachel s and it starts another round of clips
a mailbox ross is mailing the invitations he throws a bunch into the mailbox but pauses with rachel s and it starts another round of clips	one with the fake party
one with the fake party	the hallway rachel is convincing ross that emily is good for him
the hallway rachel is convincing ross that emily is good for him	you seem to really like her
you seem to really like her	yeah i really do yeah but what am i gonna do i mean we we both agreed that it was gonna be a two week thing y know no commitment
yeah i really do yeah but what am i gonna do i mean we we both agreed that it was gonna be a two week thing y know no commitment	ross that girl just spent the entire evening talking to your friends asking to hear stories about you looking through monica s photo albums i mean you don t do that if you re just in it for two weeks
ross that girl just spent the entire evening talking to your friends asking to hear stories about you looking through monica s photo albums i mean you don t do that if you re just in it for two weeks	you think
you think	yeah you got like hours until she has to be at the airport and you re sitting here in the hallway with a year old cheerleader with a fat lip
yeah you got like hours until she has to be at the airport and you re sitting here in the hallway with a year old cheerleader with a fat lip	hey you re right
hey you re right	yeah
yeah	back to the present ross is still looking at rachel s invitation finally he makes up his mind and mails it
back to the present ross is still looking at rachel s invitation finally he makes up his mind and mails it	break
break	monica and rachel s joey monica and phoebe are opening their invitations
monica and rachel s joey monica and phoebe are opening their invitations	ohh this is soo amazing i can t believe my brother s getting married and in london it s so romantic
ohh this is soo amazing i can t believe my brother s getting married and in london it s so romantic	hey pretty smart tissue paper you re at the wedding you have to cry handkerchief no no i got my invitation
hey pretty smart tissue paper you re at the wedding you have to cry handkerchief no no i got my invitation	oooh look isn t this adorable ross let ben address mine
oooh look isn t this adorable ross let ben address mine	hello
hello	hey
hey	hey
hey	hey hey did you get your invitation to ross s wedding
hey hey did you get your invitation to ross s wedding	noo
noo	don t worry man i get to bring a guest we ll show him
don t worry man i get to bring a guest we ll show him	i m so jealous you re all going i can t believe i never knew that you can t fly in your third trimester
i m so jealous you re all going i can t believe i never knew that you can t fly in your third trimester	i didn t know that
i didn t know that	i never knew that either
monica chandler and phoebe s monica is in the kitchen joey rachel and phoebe are sitting around the table writing one notepads while chandler is looking over their shoulders	hey everybody happy thanksgiving
hey everybody happy thanksgiving	no no no no no no
no no no no no no	rachel and phoebe shhhh
rachel and phoebe shhhh	what are we keeping thanksgiving a secret this year
what are we keeping thanksgiving a secret this year	no we re playing this game i learned at work you have to name all the states in six minutes
no we re playing this game i learned at work you have to name all the states in six minutes	what that s like insanely easy
what that s like insanely easy	now that s a lot harder than it sounds you always forget at least one or in some cases fourteen
now that s a lot harder than it sounds you always forget at least one or in some cases fourteen	it s a stupid game and i wasn t playing against other people so technically i didn t lose
it s a stupid game and i wasn t playing against other people so technically i didn t lose	what you forgot fourteen states
what you forgot fourteen states	nobody cares about the dakotas
nobody cares about the dakotas	s watch beeps
s watch beeps	oh okay time s up
oh okay time s up	all right i got
all right i got	oh that s not bad pheebs
oh that s not bad pheebs	oh i got tired of naming states so i decided to list the types of celery and i have one regular celery
oh i got tired of naming states so i decided to list the types of celery and i have one regular celery	okay so rachel s got and phoebe has the lead in vegetables joey
okay so rachel s got and phoebe has the lead in vegetables joey	say hello to the new champ of chandler s dumb states game
say hello to the new champ of chandler s dumb states game	wow how many have you got
wow how many have you got	fifty six
fifty six	credits
credits	monica chandler and phoebe s ross is sitting in the couch doing chandler s game chandler is sitting in his barca lounger the girls are in the kitchen
monica chandler and phoebe s ross is sitting in the couch doing chandler s game chandler is sitting in his barca lounger the girls are in the kitchen	hey how is new england not a state huh they have a sports team
hey how is new england not a state huh they have a sports team	does south oregon have a sports team there you go
does south oregon have a sports team there you go	to the girls in the kitchen
to the girls in the kitchen	how come we have one extra place setting
how come we have one extra place setting	cause you invited your assistant
cause you invited your assistant	oh right sorry but tag s not coming his girlfriend came into town so he s spending thanksgiving with her
oh right sorry but tag s not coming his girlfriend came into town so he s spending thanksgiving with her	oh why didn t you tell me i made him his own individual sweet potato stuffed pumpkin
oh why didn t you tell me i made him his own individual sweet potato stuffed pumpkin	well i was going to but then i figured you know you re food is so delicious and perfect you can never have too many of those pumpkin things
well i was going to but then i figured you know you re food is so delicious and perfect you can never have too many of those pumpkin things	now you think i wouldn t enjoy that because it is so fake but i still do
now you think i wouldn t enjoy that because it is so fake but i still do	regular celery
regular celery	done with time a to spare
done with time a to spare	oooh that may be a new world s record
oooh that may be a new world s record	you know i hate to lecture you guys but it s kinda disgraceful that a group of well educated adults and joey can t name all the states did you ever see a map or one of those round colorful things called a globe hmm
you know i hate to lecture you guys but it s kinda disgraceful that a group of well educated adults and joey can t name all the states did you ever see a map or one of those round colorful things called a globe hmm	uh magellan you got states
uh magellan you got states	what that s impossible
what that s impossible	wow who s well educated now mr i forgot ten states
wow who s well educated now mr i forgot ten states	all right i m out of oven space i m gonna turn on joey s please watch him do not let joey eat any of the food
all right i m out of oven space i m gonna turn on joey s please watch him do not let joey eat any of the food	i am only one man okay ross time is up
i am only one man okay ross time is up	no just give me another minute
no just give me another minute	look ross if you don t know them by now you will never know them okay that is the beauty of this game it makes you want to kill yourself
look ross if you don t know them by now you will never know them okay that is the beauty of this game it makes you want to kill yourself	this this is crazy i can do this all right uhh i bet i can get all before dinner
this this is crazy i can do this all right uhh i bet i can get all before dinner	okay but if you can t no dinner
okay but if you can t no dinner	you re on
you re on	all right don t look at my list ross cause there s a lot on there that you don t have
all right don t look at my list ross cause there s a lot on there that you don t have	hey did you guys know that your oven doesn t work
hey did you guys know that your oven doesn t work	but the drawer full of take out menus is okay right
but the drawer full of take out menus is okay right	ross i m gonna use yours okay
ross i m gonna use yours okay	pshhshhh
pshhshhh	chandler can you give me a hand
chandler can you give me a hand	sure and joey do not let ross look at any of the maps or the globe in your apartment
sure and joey do not let ross look at any of the maps or the globe in your apartment	don t worry chandler it s not a globe of the united states
don t worry chandler it s not a globe of the united states	and monica head out with some stuff phoebe comes out of her room with a bag
and monica head out with some stuff phoebe comes out of her room with a bag	hey you guys i m gonna go out and take a walk
hey you guys i m gonna go out and take a walk	phoebe why is your bag moving
phoebe why is your bag moving	oh it s not
oh it s not	seriously it s moving
seriously it s moving	what the hell is in there
what the hell is in there	it s just my knitting that s all yes i knit this i m very good
it s just my knitting that s all yes i knit this i m very good	ross apartment monica and chandler enter
ross apartment monica and chandler enter	ross s apartment is nice how come we don t hang out here more often
ross s apartment is nice how come we don t hang out here more often	i don t know maybe it s because it smells a little weird it s like old pumpkins or something
i don t know maybe it s because it smells a little weird it s like old pumpkins or something	that s my pie
that s my pie	which smells delicious
which smells delicious	uh oh uh oh
uh oh uh oh	what
what	we left joey alone with the food yep yep i knew it there he is feeding stuffing to a dog
we left joey alone with the food yep yep i knew it there he is feeding stuffing to a dog	monica chandler and phoebe s ross is still doing his list rachel and joey are feeding the dog as the phone rings
monica chandler and phoebe s ross is still doing his list rachel and joey are feeding the dog as the phone rings	hi geller bing residence how can i help
hi geller bing residence how can i help	phoebe why is there a dog in our apartment
phoebe why is there a dog in our apartment	i m sorry who s this
i m sorry who s this	phoebe there s a dog sitting on my couch
phoebe there s a dog sitting on my couch	tell her i m allergic and i will sue
tell her i m allergic and i will sue	no there s no dog here
no there s no dog here	yes there is he s black and white and shaggy and cut to monica s apartment he s sitting next to rachel and licking rachel s hand
yes there is he s black and white and shaggy and cut to monica s apartment he s sitting next to rachel and licking rachel s hand	oh my god where are you
oh my god where are you	i ll be right there
i ll be right there	they re here already how are they doing this
they re here already how are they doing this	hi tag what are you doing here
hi tag what are you doing here	i uh wanted to see if your offer to spend thanksgiving with you is still good
i uh wanted to see if your offer to spend thanksgiving with you is still good	well sure come in well what what happened to your girlfriend
well sure come in well what what happened to your girlfriend	we kinda broke up this morning
we kinda broke up this morning	oh i m sorry
oh i m sorry	yeah so she went back to ohio
yeah so she went back to ohio	ohio thank you
ohio thank you	lapse chandler and monica enter
lapse chandler and monica enter	huh where is the dog
huh where is the dog	what dog there there s no dog here
what dog there there s no dog here	yeah that dog left
yeah that dog left	phoebe phoebe open up
phoebe phoebe open up	there s no dog in here
there s no dog in here	dog barks
dog barks	phoebe we can hear the dog barking
phoebe we can hear the dog barking	no that s just me coughing oh good there you are listen um i have a dog in my room
no that s just me coughing oh good there you are listen um i have a dog in my room	what is it doing here
what is it doing here	well i m watching it for some friends who went out of town wait hello my name is clunkers may i please stay with you nice people
well i m watching it for some friends who went out of town wait hello my name is clunkers may i please stay with you nice people	oooh i wish she could stay here but chandler is allergic
oooh i wish she could stay here but chandler is allergic	extremely allergic okay if i m anywhere near a dog for more than minutes my throat will just close up
extremely allergic okay if i m anywhere near a dog for more than minutes my throat will just close up	that s odd cause this dog s been living here for the past days
that s odd cause this dog s been living here for the past days	really
really	chandler if that dog s been here that long and you haven t had a reaction maybe you re not allergic to this dog
chandler if that dog s been here that long and you haven t had a reaction maybe you re not allergic to this dog	well it still has to go right
well it still has to go right	and phoebe why
and phoebe why	okay it s um
okay it s um	don t do it
don t do it	don t do what
don t do what	okay i hate dogs
okay i hate dogs	what
what	are you crazy
are you crazy	are you out of your mind
are you out of your mind	why
why	told ya
told ya	they are needy they are jumpy and you can t tell what they are thinking and that scares me a little bit
they are needy they are jumpy and you can t tell what they are thinking and that scares me a little bit	right they are scary ahh she just ate a treat out of my hand
right they are scary ahh she just ate a treat out of my hand	wait a minute do you not like all dogs i mean not even puppies
wait a minute do you not like all dogs i mean not even puppies	is there a puppy here
is there a puppy here	you don t like puppies
you don t like puppies	okay you are new
okay you are new	look chandler i told you never tell anyone about this dog thing it s like ross not likin ice cream
look chandler i told you never tell anyone about this dog thing it s like ross not likin ice cream	you don t like ice cream
you don t like ice cream	it s too cold
it s too cold	okay it s just that dogs make me a little uncomfortable
okay it s just that dogs make me a little uncomfortable	it hurts my teeth
it hurts my teeth	and i don t wanna say this i don t you guys to hate me but uh i don t think i can be around that dog anymore okay so either the dog goes or i go oh my god
and i don t wanna say this i don t you guys to hate me but uh i don t think i can be around that dog anymore okay so either the dog goes or i go oh my god	lapse ross is still doing chandler s game tag is heading for the balcony
lapse ross is still doing chandler s game tag is heading for the balcony	how can i not get this i m a college professor i got on my s a t s
damn i forgot you were here	all right we re gonna take clunkers to ross s we ll be back in a minute
all right we re gonna take clunkers to ross s we ll be back in a minute	oh wait before you guys go can i just ask you a question
oh wait before you guys go can i just ask you a question	yeah
yeah	when a guy breaks up with his girlfriend what is an appropriate amount of time to wait before you make a move
when a guy breaks up with his girlfriend what is an appropriate amount of time to wait before you make a move	oh i d say about a month
oh i d say about a month	really i d say to
really i d say to	half hour
half hour	interesting
interesting	when it s your assistant i would say never
when it s your assistant i would say never	all right rach the big question is does he like you all right because if he doesn t like you this is all a moo point
all right rach the big question is does he like you all right because if he doesn t like you this is all a moo point	huh a moo point
huh a moo point	yeah it s like a cow s opinion it just doesn t matter it s moo
yeah it s like a cow s opinion it just doesn t matter it s moo	have i been living with him for too long or did that all just make sense
have i been living with him for too long or did that all just make sense	please don t listen to joey okay would you look at him he he s obviously depressed he s away from his family he s spending thanksgiving with strangers what he needs right now is for you to be his friend
please don t listen to joey okay would you look at him he he s obviously depressed he s away from his family he s spending thanksgiving with strangers what he needs right now is for you to be his friend	you re right i m sorry thank you okay that s what i m gonna do
you re right i m sorry thank you okay that s what i m gonna do	fine take their advice no one ever listens to me when the package is this pretty no one cares what s inside
fine take their advice no one ever listens to me when the package is this pretty no one cares what s inside	to the balcony tag is looking down while rachel enters
to the balcony tag is looking down while rachel enters	hey
hey	hey
hey	how are you holding up
how are you holding up	not bad
not bad	yeah i m sorry about your girlfriend
yeah i m sorry about your girlfriend	thanks
thanks	so were you guys together a long time
so were you guys together a long time	a year on and off i kinda thought we d end up together i don t anymore
a year on and off i kinda thought we d end up together i don t anymore	now that she broke up with you
now that she broke up with you	yeah
yeah	yeah hmmmm
yeah hmmmm	it s weird i always used to assume that i would meet someone and fall in love and be happy and all that was just a given but lately it s like what if it s not do you ever have that feeling
it s weird i always used to assume that i would meet someone and fall in love and be happy and all that was just a given but lately it s like what if it s not do you ever have that feeling	no yeah all the time constantly it s terrifying but you know that i figure it it has to work out
no yeah all the time constantly it s terrifying but you know that i figure it it has to work out	why
why	because uh it has to
because uh it has to	you have all the answers don t you
you have all the answers don t you	yeah i know i do i really do
yeah i know i do i really do	hey thanks for talking to me
hey thanks for talking to me	well what is a boss for hug it out
well what is a boss for hug it out	all right he likes you back huh told ya you should go for it
all right he likes you back huh told ya you should go for it	what
break	the balcony continued from earlier
the balcony continued from earlier	what did joey say i like you back
what did joey say i like you back	uh yeah well see he joey knows that i m i m very insecure about my back and and you re hugging me so obviously you are not repulsed by it yeah
uh yeah well see he joey knows that i m i m very insecure about my back and and you re hugging me so obviously you are not repulsed by it yeah	wait wait a minute that doesn t make any sense
wait wait a minute that doesn t make any sense	no all right here s the truth um joey said what he said because um i m attracted to you
no all right here s the truth um joey said what he said because um i m attracted to you	wow
wow	yeah i admit it i have a crush on you and uh and and i know that s crazy because we work together and and nothing could ever happen and the last thing i want to do is is to freak you out or make you feel uncomfortable which is why it would be really great if you said something right about now
what	right there that s my car hey
right there that s my car hey	okay that s gonna take them a minute do you have anything else you wanna get off your chest
okay that s gonna take them a minute do you have anything else you wanna get off your chest	i can t believe this
ross apartment monica and phoebe sitting on the floor next to clunkers basket	okay phoebe we should probably go back now
okay phoebe we should probably go back now	please don t leave me i ll be lonely
please don t leave me i ll be lonely	stop it stop okay let s go we can be strong
stop it stop okay let s go we can be strong	yeah okay
yeah okay	both get up and head for the door clunkers whines a little
is a special out takes episode the cast and conan are sitting around the set of central perk talking about the stuff we ve never seen	s note this is stuff we never saw from all of the seasons so for all of the scene settings i will be using the current arrangements even though some of the out takes take place when chandler was living with joey and rachel was living with monica when joey and chandler were living in monica and rachel s and the current arrangements
s note this is stuff we never saw from all of the seasons so for all of the scene settings i will be using the current arrangements even though some of the out takes take place when chandler was living with joey and rachel was living with monica when joey and chandler were living in monica and rachel s and the current arrangements	central perk the cast of friends along with conan o brien are sitting and talking
central perk the cast of friends along with conan o brien are sitting and talking	it s a tradition here on friends after every taping for me to hang out with you guys talk down the episode umm the point of this whole thing is what people see in america is they see friends they love the show it looks like a smooth running machine but behind the scenes there s deceit mistrust and hate and i thought i thought we d actually take a look at uh y know some of these moments where you guys are there are mistakes you make mistakes
it s a tradition here on friends after every taping for me to hang out with you guys talk down the episode umm the point of this whole thing is what people see in america is they see friends they love the show it looks like a smooth running machine but behind the scenes there s deceit mistrust and hate and i thought i thought we d actually take a look at uh y know some of these moments where you guys are there are mistakes you make mistakes	once and a while
once and a while	from time to time
from time to time	for example i don t have to memorize lines you guys actually have to remember what to say and you probably forget from time to time yes
for example i don t have to memorize lines you guys actually have to remember what to say and you probably forget from time to time yes	our energy just comes way up when there s an audience here and when that happens something happens between your brain and your mouth sometimes and it just doesn t it just doesn t work
our energy just comes way up when there s an audience here and when that happens something happens between your brain and your mouth sometimes and it just doesn t it just doesn t work	to central perk ross phoebe monica and chandler are there i think it s the one with the joke
to central perk ross phoebe monica and chandler are there i think it s the one with the joke	uh oh oh umm no you didn t i did
uh oh oh umm no you didn t i did	oh uh uh no no no no uh uh
oh uh uh no no no no uh uh	to joey and rachel s phoebe is talking it looks like when rachel and monica lived in this apartment
to joey and rachel s phoebe is talking it looks like when rachel and monica lived in this apartment	so we realize that oh no
so we realize that oh no	to monica and chandler s joey is talking to monica and chandler
to monica and chandler s joey is talking to monica and chandler	ha ha look come on i don t know what to do or say
ha ha ha very funny look i don t know what to do	it is one of those days
it is one of those days	to monica and chandler s phoebe is speaking italian to joey s grandmother i m spelling phonetically
to monica and chandler s phoebe is speaking italian to joey s grandmother i m spelling phonetically	xcusa seniora voulez bere quakay beep uck it
xcusa seniora voulez bere quakay beep uck it	wow pheebs you you speak gutter
wow pheebs you you speak gutter	back to the cast and conan
back to the cast and conan	you still get nervous everybody just before a show
you still get nervous everybody just before a show	absolutely
absolutely	everybody
everybody	it s amazing like all week long we ve we ve been saying the same lines and then the audience is here and we will mess up and if you mess up once then you ll get nervous because you ll you know you ll probably mess up again
it s amazing like all week long we ve we ve been saying the same lines and then the audience is here and we will mess up and if you mess up once then you ll get nervous because you ll you know you ll probably mess up again	to central perk first season monica is talking
to central perk first season monica is talking	director action
director action	when you were little you slept through through the grand canyon
when you were little you slept through through the grand canyon	director watch again that hand
director watch again that hand	this ll be five ten takes
this ll be five ten takes	director okay
director okay	okay you know it s gonna happen
okay you know it s gonna happen	director once again and action
when you were little you slept through the grand oh fffff	to monica and chandler s monica and phoebe are talking
to monica and chandler s monica and phoebe are talking	sorry let s go back cause you ve got more to say
sorry let s go back cause you ve got more to say	do i absolutely absolutely yeah that s your fault i say
i love you	i love you
i love you	back to the cast and conan
back to the cast and conan	but there must be there must are a lot of moments over the years where you re just trying to do your job something goes wrong
but there must be there must are a lot of moments over the years where you re just trying to do your job something goes wrong	to joey and rachel s joey is giving chandler the bracelet from season
to joey and rachel s joey is giving chandler the bracelet from season	hey and this is a little extra something for y know always being there for me
hey joey the camera hit our wall	what
what	to monica and chandler s chandler and joey are living here and ross is writing on the magna doodle when rachel opens the door causing the door knob to hit his hand
to monica and chandler s chandler and joey are living here and ross is writing on the magna doodle when rachel opens the door causing the door knob to hit his hand	ahh sh it that hurt
ahh sh it that hurt	are you okay
he hears jennifer try to open the door he jumps back and jennifer is unable to open the door this time	the hallway rachel is exited from monica s when the door closes on her skirt
the hallway rachel is exited from monica s when the door closes on her skirt	hey rach
hey rach	to joey and rachel s with the giant entertainment center joey is exiting from his room
to joey and rachel s with the giant entertainment center joey is exiting from his room	oh yeah then how come i keep
oh yeah then how come i keep	to monica and chandler s first season monica is making a giant sub sandwich and is talking to rachel i think it s the one with fake monica
to monica and chandler s first season monica is making a giant sub sandwich and is talking to rachel i think it s the one with fake monica	it was so wild we told em we were the gunderson s in
i spit on her	back to the cast and conan
back to the cast and conan	operation you had a fun one
operation you had a fun one	oh yeah
oh yeah	with operation
with operation	it was a little game yeah with an electric buzzer
it was a little game yeah with an electric buzzer	to monica and chandler s the one with george stephanopoulos phoebe is showing monica and rachel that she brought operation to their slumber party
to monica and chandler s the one with george stephanopoulos phoebe is showing monica and rachel that she brought operation to their slumber party	oh ooh and i brought operation but umm i lost the umm it s making a noise
oh ooh and i brought operation but umm i lost the umm it s making a noise	back to the cast and conan
